2018-5-4-2-56-13,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-2-57-14,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-2-58-15,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-2-59-16,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-3-0-17,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-3-1-18,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-3-2-19,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-3-20,22868817,22904017,22728382,22897667,22853028,22813470,22833279,22831147
2018-5-4-3-4-21,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-5-21,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-6-22,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-7-23,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-8-24,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-9-25,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-10-25,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-11-25,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-12-26,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-13-27,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-14-29,22904017,22728382,22897667,22889380,22887857,22832807,22834053,22887633
2018-5-4-3-15-30,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-16-31,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-17-32,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-18-33,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-19-35,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-20-36,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-21-37,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-22-38,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-23-39,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-24-40,22868817,22832807,22881942,22897667,22888435,22853028,22887857,22898158
2018-5-4-3-25-41,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-26-42,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-27-43,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-28-44,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-29-45,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-30-46,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-31-47,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-32-48,22868817,22832807,22886289,22888224,22904017,22889380,22853028,22887857
2018-5-4-3-33-49,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-34-50,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-35-52,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-36-53,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-37-54,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-38-54,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-39-55,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-40-56,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-41-57,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-42-58,22868817,22888224,22904017,22897667,22889380,22881942,22838980,22832807
2018-5-4-3-43-59,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-44-59,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-45-59,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-47-1,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-48-2,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-49-3,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-50-4,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-51-5,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-3-52-6,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-53-8,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-54-9,22868817,22886289,22888224,22888435,22871355,22885104,22832807,22834053
2018-5-4-3-55-9,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-3-56-10,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-3-57-11,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-3-58-12,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-3-59-12,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-4-0-13,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-4-1-13,22868817,22897667,22728382,22838980,22832807,22831147,22862450,22886289
2018-5-4-4-2-14,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-3-14,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-4-15,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-5-15,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-6-16,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-7-17,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-8-17,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-9-18,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-10-18,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-11-19,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-12-20,22728382,22838980,22898158,22834053,22833279,22886289,22862450,22873775
2018-5-4-4-13-20,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-14-23,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-15-23,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-16-24,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-17-24,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-18-25,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-19-26,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-20-26,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-21-26,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-22-27,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-23-28,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-24-29,22871355,22881942,22881237,22888224,22889380,22838980,22832807,22885104
2018-5-4-4-25-31,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-26-31,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-27-32,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-28-33,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-29-34,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-30-34,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-31-35,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-32-36,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-33-37,22868817,22897667,22904017,22889380,22881942,22857725,22898158,22885104
2018-5-4-4-34-38,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-35-39,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-36-40,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-37-41,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-38-42,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-39-43,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-40-43,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-41-45,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-42-46,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-43-46,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-44-48,22871355,22868817,22904017,22889380,22832807,22813470,22910122,22834053
2018-5-4-4-45-49,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-46-49,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-47-50,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-48-50,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-49-51,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-50-51,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-51-52,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-52-53,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-53-53,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-54-54,22868817,22904017,22897667,22888435,22881942,22871355,22832807,22838980
2018-5-4-4-55-54,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-56-55,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-57-56,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-58-56,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-4-59-57,22728382,22881942,22889380,22871355,22832807,22813470,22910122,22834053
2018-5-4-5-0-58,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-1-59,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-3-0,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-4-1,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-5-2,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-6-3,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-7-3,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-8-4,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-9-5,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-10-5,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-11-5,22728382,22888435,22881942,22898158,22871355,22838980,22831147,22875698
2018-5-4-5-12-6,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-13-8,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-14-10,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-15-11,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-16-11,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-17-12,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-18-14,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-19-15,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-20-15,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-21-16,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-22-17,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-23-18,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-24-20,22871355,22838980,22886289,22870748,22875698,22881942,22905267,22889380
2018-5-4-5-25-20,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-26-21,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-27-21,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-28-21,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-29-23,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-30-24,22871355,22838980,22912087,22886289,22888224,22888435,22881942,22887857
2018-5-4-5-31-25,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-32-25,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-33-25,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-34-26,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-35-27,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-36-27,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-37-29,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-38-30,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-39-30,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-40-31,22912087,22831147,22887633,22888224,22881942,22889380,22853028,22813470
2018-5-4-5-41-31,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-42-32,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-43-32,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-44-32,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-45-33,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-46-33,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-47-34,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-48-34,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-49-35,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-50-37,22912087,22831147,22887633,22728382,22881237,22888435,22889380,22864323
2018-5-4-5-51-38,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-52-39,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-53-40,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-54-41,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-55-41,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-56-41,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-57-42,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-58-43,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-5-59-44,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-6-0-45,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-6-1-46,22871355,22912087,22887633,22898158,22870748,22864323,22862450,22888435
2018-5-4-6-2-46,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-3-47,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-4-47,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-5-47,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-6-48,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-7-48,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-8-49,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-9-50,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-10-50,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-11-51,22898158,22728382,22881942,22838980,22867579,22862450,22886289,22831147
2018-5-4-6-12-51,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-13-52,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-14-52,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-15-52,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-16-54,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-17-55,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-18-56,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-19-56,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-20-56,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-21-57,22871355,22889380,22728382,22888224,22881237,22875698,22881942,22853028
2018-5-4-6-22-58,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-23-58,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-24-59,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-25-59,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-27-1,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-28-2,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-29-3,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-30-4,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-31-4,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-32-5,22889380,22886289,22831147,22898158,22875698,22881942,22905267,22857725
2018-5-4-6-33-6,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-34-6,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-35-7,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-36-7,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-37-8,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-38-8,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-39-9,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-40-10,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-41-10,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-42-10,22871355,22912087,22886289,22887633,22888224,22881237,22833279,22865263
2018-5-4-6-43-11,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-44-12,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-45-13,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-46-14,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-47-16,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-48-17,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-49-19,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-50-20,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-51-21,22871355,22912087,22888224,22881942,22905267,22833279,22864323,22838980
2018-5-4-6-52-22,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-53-24,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-54-24,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-55-25,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-56-26,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-57-27,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-58-28,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-6-59-29,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-7-0-29,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-7-1-29,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-7-2-30,22871355,22912087,22887633,22889380,22898158,22832807,22864323,22910122
2018-5-4-7-3-31,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-4-32,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-5-33,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-6-34,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-7-35,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-8-36,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-9-37,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-10-37,22871355,22912087,22881237,22833279,22832807,22838980,22831147,22886289
2018-5-4-7-11-38,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-12-39,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-13-39,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-14-40,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-15-40,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-16-40,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-17-42,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-18-44,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-19-45,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-20-46,22871355,22838980,22868817,22887633,22897667,22870748,22881237,22870782
2018-5-4-7-21-47,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-22-48,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-23-49,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-24-50,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-25-51,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-26-52,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-27-52,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-28-53,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-29-54,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-30-55,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-31-55,22838980,22912087,22831147,22728382,22870748,22881237,22882521,22887857
2018-5-4-7-32-56,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-33-56,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-34-57,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-35-58,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-36-59,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-38-1,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-39-2,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-40-3,22871355,22889380,22912087,22831147,22728382,22905267,22833279,22865263
2018-5-4-7-41-4,22871355,22889380,22912087,22910122,22905267,22887857,22857725,22885104
2018-5-4-7-42-4,22871355,22889380,22912087,22910122,22905267,22887857,22857725,22885104
