# bin,count
7700,954
7710,958
7720,1004
7730,942
7740,947
7750,1013
7760,985
7770,974
7780,964
7790,963
7800,930
7810,1011
7820,965
7830,943
7840,907
7850,934
7860,951
7870,950
7880,940
7890,886
7900,929
7910,962
7920,865
7930,900
7940,884
7950,972
7960,928
7970,952
7980,997
7990,960
8000,945
8010,934
8020,925
8030,917
8040,930
8050,868
8060,894
8070,922
8080,895
8090,866
8100,885
8110,919
8120,844
8130,856
8140,890
8150,930
8160,917
8170,869
8180,877
8190,889
8200,869
8210,906
8220,865
8230,915
8240,861
8250,921
8260,850
8270,874
8280,902
8290,837
8300,917
8310,875
8320,924
8330,840
8340,822
8350,844
8360,848
8370,797
8380,869
8390,823
8400,837
8410,891
8420,860
8430,858
8440,849
8450,805
8460,862
8470,876
8480,809
8490,816
8500,811
8510,881
8520,861
8530,804
8540,850
8550,819
8560,834
8570,783
8580,852
8590,878
8600,812
8610,823
8620,782
8630,790
8640,844
8650,820
8660,833
8670,870
8680,788
8690,819
8700,739
8710,758
8720,738
8730,751
8740,710
8750,757
8760,766
8770,706
8780,720
8790,729
8800,768
8810,715
8820,705
8830,698
8840,748
8850,702
8860,748
8870,742
8880,655
8890,661
8900,711
8910,741
8920,678
8930,739
8940,749
8950,698
8960,707
8970,684
8980,719
8990,662
9000,687
9010,697
9020,683
9030,696
9040,710
9050,723
9060,680
9070,697
9080,683
9090,710
9100,669
9110,657
9120,705
9130,689
9140,708
9150,652
9160,667
9170,740
9180,662
9190,650
9200,671
9210,671
9220,699
9230,665
9240,655
9250,680
9260,687
9270,689
9280,652
9290,675
9300,733
9310,668
9320,685
9330,729
9340,735
9350,645
9360,698
9370,648
9380,663
9390,695
9400,640
9410,697
9420,659
9430,652
9440,677
9450,649
9460,655
9470,666
9480,653
9490,656
9500,648
9510,653
9520,674
9530,633
9540,666
9550,672
9560,662
9570,637
9580,653
9590,591
9600,667
9610,653
9620,648
9630,604
9640,656
9650,611
9660,672
9670,682
9680,704
9690,658
9700,645
9710,625
9720,623
9730,653
9740,625
9750,681
9760,655
9770,623
9780,613
9790,598
9800,660
9810,633
9820,622
9830,604
9840,622
9850,629
9860,632
9870,651
9880,645
9890,635
9900,629
9910,631
9920,619
9930,643
9940,622
9950,596
9960,616
9970,600
9980,579
9990,571
10000,606
10010,584
10020,577
10030,559
10040,568
10050,605
10060,582
10070,621
10080,601
10090,553
10100,573
10110,629
10120,584
10130,606
10140,564
10150,558
10160,569
10170,595
10180,563
10190,535
10200,593
10210,577
10220,593
10230,576
10240,549
10250,584
10260,573
10270,540
10280,572
10290,619
10300,584
10310,588
10320,552
10330,580
10340,585
10350,586
10360,570
10370,567
10380,540
10390,553
10400,552
10410,588
10420,530
10430,566
10440,547
10450,602
10460,575
10470,551
10480,574
10490,550
10500,564
10510,560
10520,544
10530,554
10540,602
10550,527
10560,525
10570,535
10580,557
10590,582
10600,596
10610,541
10620,557
10630,520
10640,523
10650,557
10660,570
10670,540
10680,520
10690,556
10700,547
10710,570
10720,524
10730,556
10740,574
10750,508
10760,508
10770,538
10780,553
10790,525
10800,542
10810,509
10820,517
10830,532
10840,524
10850,512
10860,554
10870,533
10880,541
10890,527
10900,536
10910,501
10920,539
10930,528
10940,545
10950,548
10960,509
10970,507
10980,527
10990,577
11000,535
11010,518
11020,539
11030,513
11040,521
11050,509
11060,515
11070,489
11080,547
11090,476
11100,499
11110,500
11120,513
11130,490
11140,505
11150,505
11160,553
11170,518
11180,511
11190,587
11200,535
11210,482
11220,512
11230,509
11240,514
11250,509
11260,459
11270,505
11280,486
11290,508
11300,472
11310,538
11320,520
11330,472
11340,501
11350,488
11360,484
11370,509
11380,476
11390,482
11400,478
11410,488
11420,474
11430,513
11440,482
11450,515
11460,485
11470,486
11480,492
11490,472
11500,473
11510,451
11520,478
11530,501
11540,477
11550,495
11560,467
11570,517
11580,489
11590,472
11600,493
11610,448
11620,515
11630,504
11640,477
11650,490
11660,477
11670,473
11680,484
11690,513
11700,483
11710,495
11720,487
11730,455
11740,497
11750,491
11760,484
11770,473
11780,489
11790,445
11800,424
11810,446
11820,488
11830,436
11840,452
11850,458
11860,471
11870,456
11880,457
11890,445
11900,494
11910,500
11920,459
11930,465
11940,463
11950,511
11960,451
11970,479
11980,498
11990,499
12000,481
12010,479
12020,453
12030,474
12040,428
12050,460
12060,440
12070,491
12080,437
12090,448
12100,436
12110,465
12120,437
12130,489
12140,456
12150,424
12160,499
12170,465
12180,428
12190,470
12200,454
12210,461
12220,450
12230,470
12240,438
12250,435
12260,469
12270,462
12280,458
12290,456
12300,433
12310,440
12320,433
12330,435
12340,468
12350,435
12360,452
12370,390
12380,449
12390,455
12400,445
12410,424
12420,456
12430,436
12440,408
12450,368
12460,445
12470,419
12480,416
12490,441
12500,405
12510,451
12520,417
12530,446
12540,420
12550,431
12560,453
12570,447
12580,429
12590,429
12600,423
12610,415
12620,416
12630,412
12640,419
12650,451
12660,420
12670,416
12680,459
12690,422
12700,428
12710,437
12720,399
12730,428
12740,428
12750,402
12760,445
12770,423
12780,406
12790,398
12800,413
12810,424
12820,433
12830,440
12840,406
12850,409
12860,426
12870,399
12880,423
12890,426
12900,407
12910,455
12920,404
12930,429
12940,409
12950,395
12960,420
12970,414
12980,388
12990,432
13000,433
13010,392
13020,382
13030,393
13040,419
13050,420
13060,416
13070,414
13080,398
13090,403
13100,419
13110,423
13120,394
13130,429
13140,395
13150,428
13160,418
13170,413
13180,399
13190,393
13200,416
13210,396
13220,399
13230,406
13240,373
13250,390
13260,422
13270,412
13280,406
13290,438
13300,374
13310,375
13320,448
13330,416
13340,384
13350,385
13360,412
13370,380
13380,412
13390,414
13400,402
13410,386
13420,379
13430,378
13440,364
13450,406
13460,398
13470,376
13480,393
13490,415
13500,372
13510,355
13520,392
13530,400
13540,385
13550,396
13560,370
13570,365
13580,376
13590,370
13600,355
13610,383
13620,348
13630,388
13640,380
13650,399
13660,380
13670,372
13680,357
13690,396
13700,411
13710,410
13720,389
13730,410
13740,358
13750,384
13760,367
13770,381
13780,425
13790,383
13800,314
13810,404
13820,363
13830,383
13840,351
13850,391
13860,371
13870,351
13880,358
13890,373
13900,375
13910,332
13920,413
13930,383
13940,368
13950,388
13960,388
13970,386
13980,350
13990,380
14000,369
14010,359
14020,379
14030,361
14040,344
14050,368
14060,354
14070,358
14080,374
14090,377
14100,385
14110,365
14120,376
14130,374
14140,367
14150,346
14160,352
14170,360
14180,358
14190,349
14200,311
14210,359
14220,358
14230,350
14240,411
14250,334
14260,338
14270,352
14280,347
14290,380
14300,378
14310,351
14320,359
14330,374
14340,374
14350,397
14360,343
14370,327
14380,350
14390,345
14400,379
14410,335
14420,396
14430,327
14440,375
14450,337
14460,356
14470,378
14480,342
14490,366
14500,353
14510,337
14520,363
14530,338
14540,351
14550,326
14560,349
14570,351
14580,337
14590,323
14600,314
14610,347
14620,345
14630,370
14640,350
14650,370
14660,340
14670,330
14680,378
14690,342
14700,363
14710,318
14720,333
14730,344
14740,360
14750,348
14760,342
14770,341
14780,329
14790,376
14800,330
14810,328
14820,330
14830,317
14840,320
14850,344
14860,335
14870,344
14880,347
14890,330
14900,342
14910,353
14920,337
14930,353
14940,352
14950,295
14960,337
14970,314
14980,379
14990,319
15000,354
15010,314
15020,324
15030,320
15040,325
15050,333
15060,338
15070,326
15080,301
15090,304
15100,356
15110,352
15120,314
15130,358
15140,293
15150,364
15160,364
15170,306
15180,342
15190,296
15200,326
15210,306
15220,343
15230,316
15240,333
15250,304
15260,351
15270,324
15280,329
15290,305
15300,301
15310,331
15320,326
15330,334
15340,320
15350,339
15360,291
15370,316
15380,334
15390,311
15400,318
15410,321
15420,297
15430,354
15440,344
15450,310
15460,303
15470,291
15480,329
15490,307
15500,304
15510,272
15520,319
15530,305
15540,323
15550,321
15560,312
15570,301
15580,322
15590,299
15600,325
15610,299
15620,308
15630,336
15640,298
15650,297
15660,299
15670,322
15680,325
15690,304
15700,307
15710,318
15720,339
15730,312
15740,294
15750,302
15760,323
15770,307
15780,282
15790,332
15800,298
15810,308
15820,271
15830,310
15840,311
15850,320
15860,285
15870,290
15880,302
15890,307
15900,289
15910,308
15920,308
15930,317
15940,296
15950,280
15960,271
15970,304
15980,320
15990,323
16000,327
16010,311
16020,306
16030,307
16040,299
16050,260
16060,299
16070,293
16080,282
16090,281
16100,322
16110,284
16120,288
16130,308
16140,279
16150,295
16160,280
16170,259
16180,312
16190,318
16200,295
16210,296
16220,299
16230,321
16240,295
16250,302
16260,300
16270,292
16280,321
16290,281
16300,291
16310,302
16320,285
16330,290
16340,302
16350,274
16360,286
16370,276
16380,283
16390,294
16400,274
16410,306
16420,274
16430,280
16440,325
16450,291
16460,256
16470,291
16480,285
16490,305
16500,288
16510,297
16520,300
16530,280
16540,267
16550,296
16560,311
16570,268
16580,288
16590,287
16600,268
16610,279
16620,258
16630,289
16640,312
16650,283
16660,296
16670,279
16680,294
16690,310
16700,271
16710,263
16720,264
16730,259
16740,243
16750,268
16760,290
16770,280
16780,292
16790,296
16800,244
16810,279
16820,295
16830,275
16840,253
16850,274
16860,237
16870,275
16880,271
16890,269
16900,280
16910,256
16920,269
16930,286
16940,252
16950,267
16960,289
16970,249
16980,216
16990,265
17000,260
17010,268
17020,281
17030,262
17040,264
17050,286
17060,252
17070,284
17080,292
17090,266
17100,288
17110,283
17120,281
17130,252
17140,286
17150,256
17160,271
17170,248
17180,262
17190,234
17200,298
17210,249
17220,261
17230,257
17240,259
17250,300
17260,239
17270,267
17280,291
17290,253
17300,271
17310,262
17320,254
17330,262
17340,268
17350,260
17360,303
17370,268
17380,259
17390,269
17400,266
17410,274
17420,289
17430,262
17440,243
17450,264
17460,272
17470,246
17480,254
17490,245
17500,270
17510,266
17520,282
17530,269
17540,216
17550,259
17560,253
17570,252
17580,261
17590,267
17600,260
17610,247
17620,258
17630,259
17640,234
17650,251
17660,227
17670,279
17680,252
17690,250
17700,265
17710,261
17720,268
17730,219
17740,235
17750,253
17760,243
17770,266
17780,248
17790,264
17800,260
17810,267
17820,261
17830,251
17840,260
17850,228
17860,269
17870,255
17880,246
17890,245
17900,275
17910,241
17920,266
17930,253
17940,238
17950,234
17960,273
17970,267
17980,251
17990,248
18000,270
18010,246
18020,227
18030,252
18040,229
18050,249
18060,242
18070,261
18080,220
18090,261
18100,236
18110,251
18120,245
18130,249
18140,268
18150,237
18160,256
18170,234
18180,246
18190,264
18200,257
18210,259
18220,236
18230,264
18240,256
18250,248
18260,268
18270,279
18280,253
18290,196
18300,254
18310,235
18320,225
18330,218
18340,247
18350,232
18360,243
18370,214
18380,259
18390,247
18400,238
18410,250
18420,253
18430,242
18440,220
18450,243
18460,245
18470,253
18480,265
18490,269
18500,280
18510,255
18520,242
18530,228
18540,220
18550,217
18560,255
18570,244
18580,236
18590,249
18600,232
18610,256
18620,247
18630,259
18640,204
18650,237
18660,224
18670,246
18680,241
18690,249
18700,195
18710,212
18720,227
18730,237
18740,227
18750,244
18760,214
18770,241
18780,245
18790,231
18800,237
18810,237
18820,223
18830,254
18840,217
18850,221
18860,215
18870,220
18880,237
18890,244
18900,222
18910,235
18920,245
18930,226
18940,244
18950,245
18960,240
18970,226
18980,240
18990,237
19000,219
19010,230
19020,233
19030,232
19040,219
19050,221
19060,248
19070,250
19080,241
19090,219
19100,216
19110,195
19120,245
19130,220
19140,227
19150,239
19160,221
19170,253
19180,248
19190,229
19200,210
19210,222
19220,225
19230,237
19240,213
19250,212
19260,227
19270,246
19280,227
19290,233
19300,219
19310,211
19320,228
19330,220
19340,252
19350,199
19360,233
19370,189
19380,194
19390,233
19400,198
19410,206
19420,255
19430,201
19440,220
19450,236
19460,235
19470,209
19480,192
19490,208
19500,203
19510,221
19520,215
19530,208
19540,213
19550,200
19560,214
19570,233
19580,226
19590,229
19600,226
19610,225
19620,188
19630,215
19640,240
19650,234
19660,215
19670,229
19680,206
19690,204
19700,209
19710,243
19720,240
19730,216
19740,215
19750,239
19760,210
19770,216
19780,240
19790,213
19800,229
19810,203
19820,208
19830,193
19840,191
19850,234
19860,227
19870,227
19880,212
19890,201
19900,217
19910,218
19920,226
19930,220
19940,181
19950,251
19960,215
19970,227
19980,218
19990,204
20000,187
20010,181
20020,220
20030,232
20040,217
20050,202
20060,194
20070,219
20080,202
20090,209
20100,207
20110,187
20120,250
20130,199
20140,210
20150,206
20160,208
20170,240
20180,211
20190,204
20200,200
20210,201
20220,236
20230,214
20240,215
20250,200
20260,204
20270,206
20280,195
20290,218
20300,195
20310,216
20320,203
20330,227
20340,214
20350,211
20360,202
20370,204
20380,212
20390,203
20400,191
20410,208
20420,222
20430,211
20440,189
20450,196
20460,215
20470,208
20480,229
20490,194
20500,190
20510,201
20520,202
20530,188
20540,209
20550,218
20560,170
20570,208
20580,213
20590,214
20600,193
20610,203
20620,222
20630,213
20640,193
20650,194
20660,198
20670,184
20680,182
20690,196
20700,194
20710,213
20720,224
20730,214
20740,182
20750,193
20760,225
20770,224
20780,216
20790,190
20800,181
20810,194
20820,192
20830,221
20840,188
20850,202
20860,195
20870,181
20880,187
20890,170
20900,212
20910,177
20920,191
20930,196
20940,164
20950,192
20960,220
20970,182
20980,187
20990,192
21000,210
21010,190
21020,189
21030,210
21040,210
21050,189
21060,184
21070,183
21080,208
21090,181
21100,199
21110,209
21120,208
21130,207
21140,196
21150,189
21160,174
21170,197
21180,205
21190,196
21200,207
21210,194
21220,182
21230,203
21240,177
21250,184
21260,184
21270,198
21280,185
21290,177
21300,203
21310,211
21320,189
21330,194
21340,197
21350,173
21360,184
21370,201
21380,190
21390,207
21400,185
21410,175
21420,166
21430,189
21440,195
21450,175
21460,171
21470,172
21480,197
21490,179
21500,187
21510,199
21520,227
21530,175
21540,159
21550,207
21560,190
21570,220
21580,188
21590,196
21600,185
21610,200
21620,201
21630,195
21640,169
21650,183
21660,176
21670,203
21680,170
21690,177
21700,202
21710,198
21720,195
21730,174
21740,193
21750,214
21760,189
21770,185
21780,178
21790,173
21800,181
21810,162
21820,191
21830,191
21840,184
21850,197
21860,182
21870,149
21880,220
21890,173
21900,161
21910,206
21920,179
21930,168
21940,196
21950,195
21960,174
21970,199
21980,165
21990,165
22000,178
22010,162
22020,165
22030,188
22040,175
22050,174
22060,173
22070,178
22080,209
22090,181
22100,190
22110,165
22120,177
22130,192
22140,191
22150,175
22160,154
22170,186
22180,182
22190,157
22200,184
22210,191
22220,152
22230,142
22240,191
22250,185
22260,181
22270,184
22280,178
22290,201
22300,171
22310,201
22320,168
22330,145
22340,191
22350,160
22360,175
22370,168
22380,196
22390,160
22400,194
22410,170
22420,172
22430,172
22440,181
22450,177
22460,196
22470,191
22480,179
22490,150
22500,149
22510,197
22520,170
22530,186
22540,157
22550,181
22560,165
22570,180
22580,153
22590,178
22600,175
22610,198
22620,154
22630,181
22640,175
22650,209
22660,159
22670,176
22680,170
22690,165
22700,173
22710,174
22720,164
22730,171
22740,175
22750,171
22760,171
22770,165
22780,193
22790,164
22800,165
22810,173
22820,165
22830,195
22840,177
22850,178
22860,195
22870,174
22880,180
22890,203
22900,193
22910,168
22920,184
22930,184
22940,185
22950,186
22960,170
22970,190
22980,191
22990,181
23000,182
23010,174
23020,185
23030,180
23040,169
23050,169
23060,158
23070,156
23080,169
23090,178
23100,159
23110,181
23120,183
23130,163
23140,159
23150,163
23160,169
23170,157
23180,195
23190,159
23200,176
23210,153
23220,180
23230,185
23240,187
23250,169
23260,163
23270,150
23280,144
23290,178
23300,174
23310,157
23320,147
23330,191
23340,166
23350,173
23360,169
23370,160
23380,161
23390,176
23400,166
23410,156
23420,159
23430,158
23440,155
23450,166
23460,160
23470,159
23480,140
23490,190
23500,165
23510,147
23520,183
23530,165
23540,179
23550,154
23560,145
23570,155
23580,171
23590,169
23600,153
23610,163
23620,136
23630,164
23640,146
23650,159
23660,151
23670,169
23680,158
23690,185
23700,175
23710,181
23720,162
23730,149
23740,158
23750,172
23760,165
23770,167
23780,178
23790,145
23800,155
23810,174
23820,147
23830,156
23840,159
23850,156
23860,156
23870,156
23880,165
23890,151
23900,165
23910,171
23920,165
23930,167
23940,155
23950,147
23960,167
23970,170
23980,157
23990,157
24000,163
24010,150
24020,157
24030,152
24040,143
24050,164
24060,169
24070,143
24080,166
24090,141
24100,158
24110,150
24120,137
24130,171
24140,161
24150,158
24160,178
24170,175
24180,167
24190,157
24200,164
24210,142
24220,166
24230,176
24240,138
24250,154
24260,153
24270,145
24280,160
24290,166
24300,141
24310,147
24320,166
24330,157
24340,156
24350,149
24360,150
24370,156
24380,180
24390,164
24400,167
24410,150
24420,147
24430,150
24440,156
24450,163
24460,173
24470,140
24480,146
24490,163
24500,159
24510,166
24520,170
24530,149
24540,155
24550,189
24560,146
24570,155
24580,152
24590,152
24600,160
24610,147
24620,157
24630,148
24640,166
24650,141
24660,129
24670,172
24680,143
24690,161
24700,134
24710,143
24720,151
24730,167
24740,151
24750,167
24760,162
24770,126
24780,171
24790,154
24800,149
24810,158
24820,161
24830,174
24840,132
24850,142
24860,157
24870,146
24880,163
24890,177
24900,179
24910,159
24920,145
24930,142
24940,164
24950,121
24960,169
24970,144
24980,166
24990,142
25000,134
25010,127
25020,149
25030,144
25040,136
25050,147
25060,143
25070,139
25080,118
25090,156
25100,141
25110,139
25120,156
25130,148
25140,139
25150,124
25160,117
25170,128
25180,131
25190,128
25200,158
25210,125
25220,154
25230,133
25240,137
25250,134
25260,139
25270,135
25280,133
25290,135
25300,139
25310,133
25320,122
25330,129
25340,154
25350,116
25360,130
25370,133
25380,135
25390,131
25400,141
25410,134
25420,138
25430,153
25440,125
25450,118
25460,139
25470,125
25480,127
25490,142
25500,129
25510,134
25520,135
25530,133
25540,143
25550,130
25560,120
25570,152
25580,104
25590,126
25600,125
25610,136
25620,127
25630,151
25640,146
25650,138
25660,143
25670,132
25680,118
25690,109
25700,140
25710,116
25720,133
25730,125
25740,141
25750,155
25760,137
25770,113
25780,115
25790,120
25800,126
25810,122
25820,122
25830,151
25840,133
25850,150
25860,114
25870,132
25880,132
25890,124
25900,136
25910,135
25920,134
25930,141
25940,117
25950,135
25960,140
25970,130
25980,167
25990,144
26000,122
26010,137
26020,136
26030,125
26040,91
26050,122
26060,132
26070,154
26080,147
26090,106
26100,121
26110,109
26120,133
26130,117
26140,131
26150,133
26160,115
26170,148
26180,122
26190,124
26200,134
26210,131
26220,122
26230,126
26240,149
26250,121
26260,119
26270,139
26280,127
26290,135
26300,125
26310,136
26320,119
26330,135
26340,137
26350,133
26360,118
26370,133
26380,130
26390,146
26400,129
26410,125
26420,137
26430,120
26440,126
26450,117
26460,147
26470,135
26480,120
26490,124
26500,127
26510,115
26520,117
26530,113
26540,129
26550,132
26560,126
26570,124
26580,146
26590,127
26600,125
26610,121
26620,143
26630,145
